"","collectioncode","animal_id","scientificname","common_name_e","datelastmodified","detectedby","glatos_array","station","receiver_sn","bottom_depth","receiver_depth","transmitter_id","transmitter_codespace","sensorname","sensorraw","sensortype","sensorvalue","sensorunit","detection_timestamp_utc","timezone","deploy_long","deploy_lat","st_setsrid_4326","yearcollected","monthcollected","daycollected","julianday","timeofday","datereleasedtagger","datereleasedpublic","local_area","notes","citation","unqdetecid"
"11","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:30:29,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.50805555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180158"
"12","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:32:06,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.535,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180159"
"13","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:33:45,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.5625,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180160"
"14","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:35:26,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.59055555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180161"
"15","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:37:15,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.62083333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180162"
"16","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:39:17,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.65472222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180163"
"17","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:41:16,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.68777777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180164"
"18","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:43:10,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.71944444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180165"
"19","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:44:51,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.7475,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180166"
"20","NSBS","NSBS-Hooker","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX047","146",151,146,"A69-9001-24395","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 06:46:39,"UTC",-63.23715,44.2133,"0101000020E61000008A1F63EE5A9E4FC04F1E166A4D1B4640",2014,8,29,241,6.7775,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24395-180167"
"21","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:03:03,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.0508333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180168"
"22","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:07:52,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.1311111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180169"
"23","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:11:14,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.1872222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180170"
"24","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:13:05,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.2180555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180171"
"25","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:14:41,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.2447222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180172"
"26","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:16:18,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.2716666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180173"
"27","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:19:43,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.3286111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180174"
"28","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:21:38,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.3605555555556,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180175"
"29","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:23:22,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.3894444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180176"
"30","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:26:57,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.4491666666667,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180177"
"31","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:32:43,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.5452777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180178"
"32","NSBS","NSBS-Tiny Turner","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX063","328",170,165,"A69-9001-24408","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 10:34:31,"UTC",-63.13765,44.12289,"0101000020E6100000AF25E4839E914FC0B28009DCBA0F4640",2014,8,29,241,10.5752777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-24408-180179"
"33","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX041","147",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:09:46,"UTC",-63.27502,44.24714,"0101000020E61000007ADFF8DA33A34FC048C49448A21F4640",2014,8,29,241,13.1627777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180180"
"34","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX040","141",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:12:44,"UTC",-63.28102,44.25293,"0101000020E6100000CEC29E76F8A34FC0B1169F0260204640",2014,8,29,241,13.2122222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180181"
"35","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX041","147",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:13:48,"UTC",-63.27502,44.24714,"0101000020E61000007ADFF8DA33A34FC048C49448A21F4640",2014,8,29,241,13.23,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180182"
"36","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX040","141",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:19:55,"UTC",-63.28102,44.25293,"0101000020E6100000CEC29E76F8A34FC0B1169F0260204640",2014,8,29,241,13.3319444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180183"
"37","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX040","141",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:23:09,"UTC",-63.28102,44.25293,"0101000020E6100000CEC29E76F8A34FC0B1169F0260204640",2014,8,29,241,13.3858333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180184"
"38","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX039","145",145,140,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:24:17,"UTC",-63.28784,44.25865,"0101000020E6100000863DEDF0D7A44FC0228E75711B214640",2014,8,29,241,13.4047222222222,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180185"
"39","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX040","141",142,137,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 13:24:48,"UTC",-63.28102,44.25293,"0101000020E6100000CEC29E76F8A34FC0B1169F0260204640",2014,8,29,241,13.4133333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180186"
"40","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:08:46,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.1461111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217425"
"41","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:10:51,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.1808333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217426"
"42","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:12:55,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.2152777777778,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217427"
"43","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX025","351",116,108,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:14:10,"UTC",-63.37781,44.33924,"0101000020E6100000060DFD135CB04FC05DBF60376C2B4640",2014,8,29,241,16.2361111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-201105"
"44","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:14:58,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.2494444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217428"
"45","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX025","351",116,108,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:16:08,"UTC",-63.37781,44.33924,"0101000020E6100000060DFD135CB04FC05DBF60376C2B4640",2014,8,29,241,16.2688888888889,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-201106"
"46","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:17:00,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.2833333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217429"
"47","NSBS","NSBS-Skylar","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX039","145",145,140,"A69-9001-26670","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:17:22,"UTC",-63.28784,44.25865,"0101000020E6100000863DEDF0D7A44FC0228E75711B214640",2014,8,29,241,16.2894444444444,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26670-180187"
"48","NSBS","NSBS-Xena","Prionace glauca","blue shark","2015-10-19","HFX","HFX","HFX026","338",132,124,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:18:57,"UTC",-63.3713,44.33408,"0101000020E61000009D8026C286AF4FC0B41F2922C32A4640",2014,8,29,241,16.3158333333333,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-217430"
"49","NSBS","NSBS-Xena","Prionace glauca","blue shark","2014-12-18","HFX","HFX","HFX025","351",116,108,"A69-9001-26658","A69-9001",NA,NA,"pinger",NA,NA,2014-08-29 16:19:34,"UTC",-63.37781,44.33924,"0101000020E6100000060DFD135CB04FC05DBF60376C2B4640",2014,8,29,241,16.3261111111111,NA,NA,"HALIFAX",NA,"Hebert, D., Barthelotte, J., O'Dor, R., Stokesbury, M., Branton, R. 2009. Ocean Tracking Network Halifax Canada Line Metadata and Data Set.","HFX-A69-9001-26658-201107"
