"","hour","ID","lat","lon","Det","Diel","tidemeters","tidestate","benthos","rugosity","habitat","depth"
"130","2018-06-06 10","BTT35",24.576916,-81.84723702,0,"Day",0.21288,"outgoing","seagrass",2,"channel",3.38328
"131","2018-06-06 11","BTT35",24.576916,-81.84723702,0,"Day",0.178928,"outgoing","seagrass",2,"channel",3.38328
"132","2018-06-06 12","BTT35",24.576916,-81.84723702,0,"Day",0.155747,"low","seagrass",2,"channel",3.38328
"133","2018-06-06 13","BTT35",24.576916,-81.84723702,0,"Day",0.150296,"low","seagrass",2,"channel",3.38328
"134","2018-06-06 14","BTT35",24.576916,-81.84723702,0,"Day",0.166623,"low","seagrass",2,"channel",3.38328
"135","2018-06-06 15","BTT35",24.576916,-81.84723702,0,"Day",0.201021,"incoming","seagrass",2,"channel",3.38328
"136","2018-06-06 16","BTT35",24.576916,-81.84723702,0,"Day",0.243975,"incoming","seagrass",2,"channel",3.38328
"137","2018-06-06 17","BTT35",24.576916,-81.84723702,0,"Day",0.284104,"incoming","seagrass",2,"channel",3.38328
"138","2018-06-06 18","BTT35",24.576916,-81.84723702,0,"Day",0.310281,"high","seagrass",2,"channel",3.38328
"139","2018-06-06 19","BTT35",24.576916,-81.84723702,0,"Day",0.313698,"high","seagrass",2,"channel",3.38328
"140","2018-06-06 20","BTT35",24.576916,-81.84723702,0,"Day",0.292871,"high","seagrass",2,"channel",3.38328
"141","2018-06-06 21","BTT35",24.576916,-81.84723702,0,"Night",0.24993,"outgoing","seagrass",2,"channel",3.38328
"142","2018-06-06 22","BTT35",24.576916,-81.84723702,0,"Night",0.192017,"outgoing","seagrass",2,"channel",3.38328
"143","2018-06-06 23","BTT35",24.576916,-81.84723702,0,"Night",0.130945,"outgoing","seagrass",2,"channel",3.38328
"144","2018-06-07 00","BTT35",24.576916,-81.84723702,0,"Night",0.080183,"outgoing","seagrass",2,"channel",3.38328
"145","2018-06-07 01","BTT35",24.576916,-81.84723702,0,"Night",0.05077,"low","seagrass",2,"channel",3.38328
"146","2018-06-07 02","BTT35",24.576916,-81.84723702,0,"Night",0.048654,"low","seagrass",2,"channel",3.38328
"147","2018-06-07 03","BTT35",24.576916,-81.84723702,0,"Night",0.075877,"low","seagrass",2,"channel",3.38328
"148","2018-06-07 04","BTT35",24.576916,-81.84723702,0,"Night",0.125008,"incoming","seagrass",2,"channel",3.38328
"149","2018-06-07 05","BTT35",24.576916,-81.84723702,0,"Night",0.184006,"incoming","seagrass",2,"channel",3.38328
"150","2018-06-07 06","BTT35",24.576916,-81.84723702,0,"Night",0.240029,"incoming","seagrass",2,"channel",3.38328
"151","2018-06-07 07","BTT35",24.576916,-81.84723702,0,"Day",0.2813,"high","seagrass",2,"channel",3.38328
"152","2018-06-07 08","BTT35",24.576916,-81.84723702,0,"Day",0.298717,"high","seagrass",2,"channel",3.38328
"153","2018-06-07 09","BTT35",24.576916,-81.84723702,0,"Day",0.289833,"high","seagrass",2,"channel",3.38328
"154","2018-06-07 10","BTT35",24.576916,-81.84723702,0,"Day",0.259606,"outgoing","seagrass",2,"channel",3.38328
"155","2018-06-07 11","BTT35",24.576916,-81.84723702,0,"Day",0.216185,"outgoing","seagrass",2,"channel",3.38328
"156","2018-06-07 12","BTT35",24.576916,-81.84723702,0,"Day",0.171676,"outgoing","seagrass",2,"channel",3.38328
"157","2018-06-07 13","BTT35",24.576916,-81.84723702,0,"Day",0.138576,"low","seagrass",2,"channel",3.38328
"158","2018-06-07 14","BTT35",24.576916,-81.84723702,0,"Day",0.125598,"low","seagrass",2,"channel",3.38328
"159","2018-06-07 15","BTT35",24.576916,-81.84723702,0,"Day",0.136924,"low","seagrass",2,"channel",3.38328
"160","2018-06-07 16","BTT35",24.576916,-81.84723702,0,"Day",0.169753,"incoming","seagrass",2,"channel",3.38328
"161","2018-06-07 17","BTT35",24.576916,-81.84723702,0,"Day",0.213311,"incoming","seagrass",2,"channel",3.38328
"162","2018-06-07 18","BTT35",24.576916,-81.84723702,0,"Day",0.255575,"incoming","seagrass",2,"channel",3.38328
"163","2018-06-07 19","BTT35",24.576916,-81.84723702,0,"Day",0.285678,"high","seagrass",2,"channel",3.38328
"164","2018-06-07 20","BTT35",24.576916,-81.84723702,0,"Day",0.294892,"high","seagrass",2,"channel",3.38328
"165","2018-06-07 21","BTT35",24.576916,-81.84723702,0,"Night",0.280467,"high","seagrass",2,"channel",3.38328
"166","2018-06-07 22","BTT35",24.576916,-81.84723702,0,"Night",0.243921,"outgoing","seagrass",2,"channel",3.38328
"167","2018-06-07 23","BTT35",24.576916,-81.84723702,0,"Night",0.191202,"outgoing","seagrass",2,"channel",3.38328
"168","2018-06-08 00","BTT35",24.576916,-81.84723702,0,"Night",0.134049,"outgoing","seagrass",2,"channel",3.38328
"169","2018-06-08 01","BTT35",24.576916,-81.84723702,0,"Night",0.086994,"low","seagrass",2,"channel",3.38328
"170","2018-06-08 02","BTT35",24.576916,-81.84723702,0,"Night",0.062597,"low","seagrass",2,"channel",3.38328
"171","2018-06-08 03","BTT35",24.576916,-81.84723702,0,"Night",0.068063,"low","seagrass",2,"channel",3.38328
"172","2018-06-08 04","BTT35",24.576916,-81.84723702,0,"Night",0.104371,"incoming","seagrass",2,"channel",3.38328
"173","2018-06-08 05","BTT35",24.576916,-81.84723702,0,"Night",0.160962,"incoming","seagrass",2,"channel",3.38328
"174","2018-06-08 06","BTT35",24.576916,-81.84723702,0,"Night",0.223797,"incoming","seagrass",2,"channel",3.38328
"175","2018-06-08 07","BTT35",24.576916,-81.84723702,0,"Day",0.279753,"incoming","seagrass",2,"channel",3.38328
"176","2018-06-08 08","BTT35",24.576916,-81.84723702,0,"Day",0.317701,"high","seagrass",2,"channel",3.38328
"177","2018-06-08 09","BTT35",24.576916,-81.84723702,0,"Day",0.3287,"high","seagrass",2,"channel",3.38328
"178","2018-06-08 10","BTT35",24.576916,-81.84723702,0,"Day",0.310959,"high","seagrass",2,"channel",3.38328
"179","2018-06-08 11","BTT35",24.576916,-81.84723702,0,"Day",0.268058,"outgoing","seagrass",2,"channel",3.38328
"180","2018-06-08 12","BTT35",24.576916,-81.84723702,0,"Day",0.209094,"outgoing","seagrass",2,"channel",3.38328
"181","2018-06-08 13","BTT35",24.576916,-81.84723702,0,"Day",0.149008,"outgoing","seagrass",2,"channel",3.38328
"182","2018-06-08 14","BTT35",24.576916,-81.84723702,0,"Day",0.103676,"low","seagrass",2,"channel",3.38328
"183","2018-06-08 15","BTT35",24.576916,-81.84723702,0,"Day",0.084095,"low","seagrass",2,"channel",3.38328
"184","2018-06-08 16","BTT35",24.576916,-81.84723702,0,"Day",0.094342,"low","seagrass",2,"channel",3.38328
"185","2018-06-08 17","BTT35",24.576916,-81.84723702,0,"Day",0.130469,"incoming","seagrass",2,"channel",3.38328
"186","2018-06-08 18","BTT35",24.576916,-81.84723702,0,"Day",0.179378,"incoming","seagrass",2,"channel",3.38328
"187","2018-06-08 19","BTT35",24.576916,-81.84723702,0,"Day",0.228054,"incoming","seagrass",2,"channel",3.38328
"188","2018-06-08 20","BTT35",24.576916,-81.84723702,0,"Day",0.26579,"high","seagrass",2,"channel",3.38328
"189","2018-06-08 21","BTT35",24.576916,-81.84723702,0,"Night",0.283454,"high","seagrass",2,"channel",3.38328
"190","2018-06-08 22","BTT35",24.576916,-81.84723702,0,"Night",0.27549,"high","seagrass",2,"channel",3.38328
"191","2018-06-08 23","BTT35",24.576916,-81.84723702,0,"Night",0.243074,"outgoing","seagrass",2,"channel",3.38328
"192","2018-06-09 00","BTT35",24.576916,-81.84723702,0,"Night",0.191906,"outgoing","seagrass",2,"channel",3.38328
"193","2018-06-09 01","BTT35",24.576916,-81.84723702,0,"Night",0.135275,"outgoing","seagrass",2,"channel",3.38328
"194","2018-06-09 02","BTT35",24.576916,-81.84723702,0,"Night",0.090358,"low","seagrass",2,"channel",3.38328
"195","2018-06-09 03","BTT35",24.576916,-81.84723702,0,"Night",0.071675,"low","seagrass",2,"channel",3.38328
"196","2018-06-09 04","BTT35",24.576916,-81.84723702,0,"Night",0.087668,"low","seagrass",2,"channel",3.38328
"197","2018-06-09 05","BTT35",24.576916,-81.84723702,0,"Night",0.136043,"incoming","seagrass",2,"channel",3.38328
"198","2018-06-09 06","BTT35",24.576916,-81.84723702,0,"Night",0.202045,"incoming","seagrass",2,"channel",3.38328
"199","2018-06-09 07","BTT35",24.576916,-81.84723702,0,"Day",0.269512,"incoming","seagrass",2,"channel",3.38328
"200","2018-06-09 08","BTT35",24.576916,-81.84723702,0,"Day",0.325234,"incoming","seagrass",2,"channel",3.38328
"201","2018-06-09 09","BTT35",24.576916,-81.84723702,0,"Day",0.358447,"high","seagrass",2,"channel",3.38328
"202","2018-06-09 10","BTT35",24.576916,-81.84723702,0,"Day",0.360201,"high","seagrass",2,"channel",3.38328
"203","2018-06-09 11","BTT35",24.576916,-81.84723702,0,"Day",0.328973,"high","seagrass",2,"channel",3.38328
"204","2018-06-09 12","BTT35",24.576916,-81.84723702,0,"Day",0.267776,"outgoing","seagrass",2,"channel",3.38328
"205","2018-06-09 13","BTT35",24.576916,-81.84723702,0,"Day",0.188423,"outgoing","seagrass",2,"channel",3.38328
"206","2018-06-09 14","BTT35",24.576916,-81.84723702,0,"Day",0.110272,"outgoing","seagrass",2,"channel",3.38328
"207","2018-06-09 15","BTT35",24.576916,-81.84723702,0,"Day",0.053405,"low","seagrass",2,"channel",3.38328
"208","2018-06-09 16","BTT35",24.576916,-81.84723702,0,"Day",0.030471,"low","seagrass",2,"channel",3.38328
"209","2018-06-09 17","BTT35",24.576916,-81.84723702,0,"Day",0.044698,"low","seagrass",2,"channel",3.38328
"210","2018-06-09 18","BTT35",24.576916,-81.84723702,0,"Day",0.088915,"incoming","seagrass",2,"channel",3.38328
"211","2018-06-09 19","BTT35",24.576916,-81.84723702,0,"Day",0.147059,"incoming","seagrass",2,"channel",3.38328
"212","2018-06-09 20","BTT35",24.576916,-81.84723702,0,"Day",0.2052,"incoming","seagrass",2,"channel",3.38328
"213","2018-06-09 21","BTT35",24.576916,-81.84723702,0,"Night",0.252573,"high","seagrass",2,"channel",3.38328
"214","2018-06-09 22","BTT35",24.576916,-81.84723702,0,"Night",0.278841,"high","seagrass",2,"channel",3.38328
"215","2018-06-09 23","BTT35",24.576916,-81.84723702,0,"Night",0.275588,"high","seagrass",2,"channel",3.38328
"216","2018-06-10 00","BTT35",24.576916,-81.84723702,0,"Night",0.24376,"outgoing","seagrass",2,"channel",3.38328
"217","2018-06-10 01","BTT35",24.576916,-81.84723702,0,"Night",0.190525,"outgoing","seagrass",2,"channel",3.38328
"218","2018-06-10 02","BTT35",24.576916,-81.84723702,0,"Night",0.132323,"outgoing","seagrass",2,"channel",3.38328
"219","2018-06-10 03","BTT35",24.576916,-81.84723702,0,"Night",0.089781,"low","seagrass",2,"channel",3.38328
"220","2018-06-10 04","BTT35",24.576916,-81.84723702,0,"Night",0.079031,"low","seagrass",2,"channel",3.38328
"221","2018-06-10 05","BTT35",24.576916,-81.84723702,0,"Night",0.109123,"low","seagrass",2,"channel",3.38328
"222","2018-06-10 06","BTT35",24.576916,-81.84723702,0,"Night",0.171801,"incoming","seagrass",2,"channel",3.38328
"223","2018-06-10 07","BTT35",24.576916,-81.84723702,0,"Day",0.247932,"incoming","seagrass",2,"channel",3.38328
"224","2018-06-10 08","BTT35",24.576916,-81.84723702,0,"Day",0.319652,"incoming","seagrass",2,"channel",3.38328
"225","2018-06-10 09","BTT35",24.576916,-81.84723702,0,"Day",0.374018,"high","seagrass",2,"channel",3.38328
"226","2018-06-10 10","BTT35",24.576916,-81.84723702,0,"Day",0.400184,"high","seagrass",2,"channel",3.38328
"227","2018-06-10 11","BTT35",24.576916,-81.84723702,0,"Day",0.389502,"high","seagrass",2,"channel",3.38328
"228","2018-06-10 12","BTT35",24.576916,-81.84723702,0,"Day",0.340259,"outgoing","seagrass",2,"channel",3.38328
"229","2018-06-10 13","BTT35",24.576916,-81.84723702,0,"Day",0.256504,"outgoing","seagrass",2,"channel",3.38328
"230","2018-06-10 14","BTT35",24.576916,-81.84723702,0,"Day",0.154517,"outgoing","seagrass",2,"channel",3.38328
